geneSet,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0071345,cellular response to cytokine stimulus (GO:0071345),480,57,33.19790747,1.716975688,4.15E-05,0.004890723,7538;301;1901;3815;9472;2152;6366;2690;3569;6288;3627;5138;6382;948;4311;1511;2625;2920;2308;5740;5743;2335;6387;51176;1907;2247;255743;6422;1050;3953;3373;4128;58480;6376;55022;4314;4318;4501;1843;332;5803;8835;5784;2353;2296;1278;1271;4582;115362;3590;4692;1958;6776;146433;3977;4882;64388,CXCL2;MME;IL11RA;CX3CL1;FN1;BIRC5;LIFR;LEPR;PDE2A;ANXA1;SFRP1;SAA1;EGR1;FGF2;KIT;MT1X;MAOA;CD36;CXCL10;PTPRZ1;PTPN14;CNTFR;F3;FOXO1;LEF1;GHR;PID1;HYAL1;FOS;STAT5A;AKAP6;PTGS2;CCL21;CXCL12;NDN;DUSP1;NPR2;ZFP36;SOCS2;S1PR1;MMP3;IL34;MUC1;MMP9;RHOU;GREM2;IL6;PTGIS;NPNT;CTSG;SDC1;FOXC1;EDN2;GBP5;CEBPA;GATA3;COL1A2
GO:0010604,positive regulation of macromolecule metabolic process (GO:0010604),383,48,26.48916367,1.81206174,4.36E-05,0.005044975,2934;2255;2252;554;6622;2152;4916;4915;3479;2246;284;3624;3569;5138;7481;948;8728;947;650;3202;23493;7122;287;2335;6664;3249;51176;10365;2247;654;4435;10891;130497;1869;5317;55022;79924;1958;9314;10253;54997;90865;27303;5304;10551;59;8736;72,INHBA;SPRY2;NTRK2;HOXA5;FN1;FGF1;TESC;PDE2A;OSR1;MYOM1;EGR1;AVPR2;FGF2;ACTG2;CLDN5;SNCA;CD36;GSN;IL33;RBMS3;BMP2;E2F1;F3;ADAM19;LEF1;KLF4;ANGPT1;PID1;NTRK3;FGF10;CD34;PPARGC1A;ANK2;PKP1;BMP6;ACTA2;CITED1;ADM2;IGF1;IL6;HEY2;WNT11;FGF7;KLF2;HPN;SOX11;AGR2;PIP
GO:0043066,negative regulation of apoptotic process (GO:0043066),482,57,33.33623208,1.709851307,4.67E-05,0.005291772,301;6622;4804;4915;1956;3479;284;9928;825;3569;51129;857;7481;358;4057;983;4085;5347;79625;1511;7301;2537;2308;219699;3249;51176;1960;4435;10891;6422;5166;130497;6376;7010;23542;4680;4318;101;213;332;5803;8835;81788;847;9314;1410;10253;85480;6491;1311;5329;3875;1149;92291;114804;8793;153769,SPRY2;TSLP;NTRK2;CDK1;COMP;CX3CL1;PLK1;KIF14;BIRC5;PDK4;CRYAB;CAV1;OSR1;ANXA1;SFRP1;CIDEA;NUAK2;STIL;TNFRSF10D;SNCA;UNC5B;AQP1;PTPRZ1;EGFR;MAD2L1;ADAM8;NGFR;FOXO1;LEF1;CAPN3;KLF4;ANGPT1;EGR3;ALB;SOCS2;CAT;PPARGC1A;ANGPTL4;MMP9;IFI6;PLAUR;CEACAM6;CITED1;IGF1;IL6;MAPK8IP2;WNT11;CTSG;TEK;RNF157;HPN;NDNF;TYRO3;SH3RF2;KRT18;LTF;CAPN13
GO:0062013,positive regulation of small molecule metabolic process (GO:0062013),16,7,1.106596916,6.325699902,4.87E-05,0.005423777,5468;133;1066;5366;8660;2822;9370,ADIPOQ;CES1;PPARG;GPLD1;IRS2;PMAIP1;ADM
GO:0090068,positive regulation of cell cycle process (GO:0090068),101,19,6.985393029,2.719961485,5.48E-05,0.005938079,1894;3479;9928;11113;4085;6790;9212;891;29127;9493;10403;1906;8317;10733;990;8555;51203;168448;10615,NUSAP1;NDC80;AURKA;KIF14;CCNB1;SPAG5;CDC6;KIF23;CIT;AURKB;CDC14B;ECT2;RACGAP1;MAD2L1;PLK4;CDC14C;CDC7;IGF1;EDN1
GO:0009967,positive regulation of signal transduction (GO:0009967),251,35,17.35973911,2.016159331,5.53E-05,0.005938079,2152;4916;3479;2246;10580;3569;5653;79971;650;9378;2625;8626;5740;59352;5649;10365;147372;654;23213;9370;6422;6517;858;55679;7010;51473;25818;85480;84441;23189;7450;55885;284654;11082;84870,TSLP;FGF1;RELN;ESM1;SLC2A4;SFRP1;CAV2;LIMS2;ADIPOQ;RSPO3;NRXN1;SORBS1;MAML2;KANK1;BMP2;SULF1;F3;LGR6;CCBE1;NTRK3;TP63;BMP6;WLS;IGF1;IL6;VWF;PTGIS;KLK5;TEK;KLF2;LMO3;KLK6;RSPO1;GATA3;DCDC2
GO:0051241,negative regulation of multicellular organismal process (GO:0051241),213,31,14.73157144,2.104324045,6.45E-05,0.00679822,7138;55366;1956;130399;133;5734;7481;216;650;3204;23493;4857;2625;4781;3249;5727;9370;6422;10252;4038;11096;10253;50943;3169;675;1149;54756;25928;5997;4883;3226,ADAMTS5;SPRY2;SFRP1;HOXA7;CIDEA;ADIPOQ;ACVR1C;BMP2;ALDH1A1;EGFR;TNNT1;NFIB;SOSTDC1;LRP4;RGS2;PTGER4;FOXP3;SPRY1;PTCH1;LGR4;NOVA1;IL17RD;BRCA2;HEY2;WNT11;ADM;HOXC10;HPN;GATA3;NPR3;FOXA1
GO:0071363,cellular response to growth factor stimulus (GO:0071363),156,25,10.78931993,2.317106191,6.70E-05,0.006923644,7538;301;4916;4915;1956;7048;130399;5138;57556;79625;650;1960;3164;654;658;55273;55553;6422;3373;6660;2296;2908;9314;7123;10253,SPRY2;NTRK2;PDE2A;CLEC3B;ANXA1;SFRP1;TMEM100;TGFBR2;ACVR1C;BMP2;EGFR;NR3C1;KLF4;HYAL1;EGR3;SEMA6A;NTRK3;ZFP36;NR4A1;BMP6;SOX6;FOXC1;BMPR1B;SOX5;NDNF
GO:1902895,positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895),34,10,2.351518446,4.252571363,6.80E-05,0.006923644,4804;5468;2625;2247;3725;2353;2908;1958;9314;84913,ATOH8;EGR1;FGF2;PPARG;NGFR;NR3C1;JUN;KLF4;FOS;GATA3
GO:0000022,mitotic spindle elongation (GO:0000022),8,5,0.553298458,9.036714145,7.36E-05,0.007249871,9212;24137;29127;9493;9055,KIF4A;KIF23;PRC1;AURKB;RACGAP1
GO:0051256,mitotic spindle midzone assembly (GO:0051256),8,5,0.553298458,9.036714145,7.36E-05,0.007249871,9212;24137;29127;9493;9055,KIF4A;KIF23;PRC1;AURKB;RACGAP1
GO:0050727,regulation of inflammatory response (GO:0050727),205,30,14.17827298,2.115913556,7.59E-05,0.007278664,301;6622;5468;3569;7292;6288;11343;4023;5734;5138;185;2625;7301;1776;5740;5743;9370;1050;6376;7010;145581;4314;4318;9314;85480;90865;5320;5169;64838;51704,TSLP;CX3CL1;PDE2A;ANXA1;SAA1;LPL;ADIPOQ;SNCA;IL33;DNASE1L3;TNFSF4;PPARG;KLF4;LRFN5;PTGER4;GPRC5B;PTGS2;MMP3;MMP9;MGLL;FNDC4;IL6;PTGIS;TEK;AGTR1;TYRO3;ENPP3;CEBPA;PLA2G2A;GATA3
GO:0000281,mitotic cytokinesis (GO:0000281),48,12,3.319790747,3.614685658,7.63E-05,0.007278664,1894;11113;5347;24137;29127;9493;9700;6711;54443;51203;10112;55165,KIF4A;KIF20A;CEP55;NUSAP1;ANLN;PLK1;KIF23;CIT;ECT2;ESPL1;RACGAP1;SPTBN1
GO:0071398,cellular response to fatty acid (GO:0071398),17,7,1.175759223,5.953599908,7.79E-05,0.007298734,84649;4023;8644;1645;1646;5166;55022,PDK4;LPL;AKR1C1;AKR1C2;PID1;AKR1C3;DGAT2
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),403,49,27.87240981,1.758010891,7.89E-05,0.007298734,3815;2255;2252;154;4804;4916;2690;4915;1956;3479;2246;284;3084;10580;5919;7301;2308;5979;2675;1949;1944;8660;2051;2047;3249;23768;2822;2247;23213;4233;5166;858;7010;4318;5753;8835;8013;2296;9365;54845;152831;79801;1277;4921;1288;6725;399694;9068;80310,NTRK2;FGF1;PDK4;SHCBP1;ADRB2;KL;CAV2;EPHB1;FGF2;ANGPTL1;KIT;SORBS1;KLB;SULF1;EGFR;NGFR;GPLD1;FOXO1;GHR;ANGPT1;MET;EPHB6;PDGFD;GFRA2;NTRK3;IRS2;SOCS2;FGF10;FLRT2;MMP9;NRG1;IGF1;DDR2;FGF7;COL4A6;TEK;FOXC1;EFNA3;SRMS;PTK6;EFNB3;HPN;RET;ESRP1;NR4A3;TYRO3;RARRES2;SHC4;COL1A1
GO:0030324,lung development (GO:0030324),35,10,2.420680753,4.131069324,8.93E-05,0.008132437,2255;2252;2246;7481;64220;6664;2247;7477;5950;1050,FGF1;RBP4;FGF2;FGF10;WNT11;FGF7;CEBPA;STRA6;WNT7B;SOX11
GO:0010564,regulation of cell cycle process (GO:0010564),105,19,7.262042258,2.616343905,9.48E-05,0.008507768,1894;6790;9212;5347;29127;3832;6422;858;699;10733;9088;4751;116028;83987;90293;10112;10615;9055;4288,NEK2;PKMYT1;KIF20A;BUB1;MKI67;PLK1;AURKA;KLHL13;SPAG5;KIF11;SFRP1;PRC1;AURKB;CAV2;RMI2;ECT2;RACGAP1;PLK4;CCDC8
GO:0010875,positive regulation of cholesterol efflux (GO:0010875),23,8,1.590733066,5.029127872,9.78E-05,0.00853338,5468;857;10351;26154;1066;5727;9370;80820,CAV1;ABCA8;ADIPOQ;CES1;PPARG;EEPD1;PTCH1;ABCA12
GO:0045598,regulation of fat cell differentiation (GO:0045598),80,16,5.532984578,2.891748527,9.80E-05,0.00853338,7538;5468;3952;3569;4023;650;5919;2625;7704;2308;9370;6422;1869;57761;862;55885,LEP;ZBTB16;SFRP1;LPL;ADIPOQ;BMP2;PPARG;E2F1;FOXO1;RUNX1T1;ZFP36;TRIB3;IL6;LMO3;RARRES2;GATA3
GO:0050679,positive regulation of epithelial cell proliferation (GO:0050679),123,21,8.506963788,2.468565815,9.97E-05,0.008558448,2255;2252;2152;1956;3479;2246;650;6664;3249;1960;2247;3164;654;6422;130497;3373;7010;8013;6776;5764;26051,FGF1;OSR1;SFRP1;FGF2;PTN;BMP2;EGFR;F3;HYAL1;EGR3;STAT5A;FGF10;NR4A1;PPP1R16B;BMP6;IGF1;FGF7;TEK;HPN;NR4A3;SOX11
GO:1904995,negative regulation of leukocyte adhesion to vascular endothelial cell (GO:1904995),5,4,0.345811536,11.56699411,1.08E-04,0.00910173,6366;6387;56477;9314,KLF4;CCL21;CCL28;CXCL12
GO:0071385,cellular response to glucocorticoid stimulus (GO:0071385),18,7,1.24492153,5.622844357,1.20E-04,0.00998583,7538;301;11170;358;5105;687;2908,FAM107A;ANXA1;PCK1;KLF9;AQP1;NR3C1;ZFP36
GO:0051383,kinetochore organization (GO:0051383),13,6,0.899109994,6.67326583,1.21E-04,0.00998583,1062;81620;83540;10403;1063;9787,NUF2;CENPF;DLGAP5;NDC80;CENPE;CDT1
GO:0140014,mitotic nuclear division (GO:0140014),74,15,5.118010734,2.930826209,1.37E-04,0.011119623,22974;11065;27338;5347;81930;3832;9700;10403;11130;64105;10051;51203;55143;3833;10615,TPX2;UBE2C;CDCA8;NUSAP1;ZWINT;NDC80;PLK1;SPAG5;KIF11;KIFC1;KIF18A;SMC4;ESPL1;UBE2S;CENPK
GO:0007080,mitotic metaphase plate congression (GO:0007080),51,12,3.527277668,3.40205709,1.43E-04,0.011491206,9928;891;81930;11004;1062;81620;83540;10403;113130;55143;55165;3833,NUF2;CDCA8;CEP55;NDC80;KIF2C;KIF14;CCNB1;KIFC1;CENPE;CDCA5;KIF18A;CDT1
GO:0051781,positive regulation of cell division (GO:0051781),44,11,3.043141518,3.614685658,1.51E-04,0.011955169,1894;2246;9928;11113;9212;29127;9493;990;8555;168448;6886,KIF14;FGF1;CDC6;KIF23;CIT;AURKB;CDC14B;ECT2;RACGAP1;TAL1;CDC14C
GO:0008544,epidermis development (GO:0008544),83,16,5.740471499,2.787227495,1.54E-04,0.012060038,2252;5744;3918;3909;3914;2012;1308;3852;3861;25818;5650;2125;5017;3866;1382;79987,SVEP1;COL17A1;LAMB3;KRT14;KRT5;LAMA3;EMP1;KLK5;FGF7;KRT15;EVPL;KLK7;CRABP2;PTHLH;LAMC2;OVOL1
GO:0061640,cytoskeleton-dependent cytokinesis (GO:0061640),59,13,4.080576126,3.185824648,1.57E-04,0.012065266,1894;11113;9212;5347;24137;29127;9493;9700;6711;54443;51203;10112;55165,KIF4A;KIF20A;CEP55;NUSAP1;ANLN;PLK1;KIF23;CIT;AURKB;ECT2;ESPL1;RACGAP1;SPTBN1
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),165,25,11.41178069,2.190718581,1.68E-04,0.012811966,1901;554;55366;111;196883;154;64805;150;2774;3627;5737;135;4283;133;5745;5744;10267;5734;1268;8685;2770;9590;5138;117;5746,GNAL;PDE2A;ADCYAP1R1;ADRB2;AVPR2;CXCL10;P2RY12;PTGFR;ADCY4;PTGER4;AKAP12;S1PR1;GNAI1;PTH1R;ADCY5;LGR4;RAMP1;MARCO;CXCL9;CNR1;ADORA2A;ADM;ADRA2A;PTH2R;PTHLH
GO:0051279,regulation of release of sequestered calcium ion into cytosol (GO:0051279),52,12,3.596439976,3.336632915,1.75E-04,0.013028857,1756;9472;6622;825;3627;4283;287;57158;845;6376;3270;2946,DMD;CX3CL1;JPH2;SNCA;CXCL10;CAPN3;GSTM2;AKAP6;CASQ2;ANK2;CXCL9;HRC
GO:0006693,prostaglandin metabolic process (GO:0006693),31,9,2.144031524,4.197699474,1.76E-04,0.013028857,5321;5730;5740;8644;5743;1645;1906;1907;1646,AKR1C1;AKR1C2;PLA2G4A;PTGS2;AKR1C3;PTGDS;PTGIS;EDN1;EDN2
GO:0001516,prostaglandin biosynthetic process (GO:0001516),19,7,1.314083837,5.32690518,1.79E-04,0.013086616,5321;5730;5740;8644;5743;1906;1907,PLA2G4A;PTGS2;AKR1C3;PTGDS;PTGIS;EDN1;EDN2
GO:0001508,action potential (GO:0001508),45,11,3.112303825,3.53435931,1.88E-04,0.013431849,1756;3745;6329;6326;3753;23704;9472;6335;6332;6328;55800,DMD;KCNE1;SCN3A;SCN3B;SCN4A;SCN2A;KCNB1;AKAP6;SCN9A;SCN7A;KCNE4
GO:1902893,regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),45,11,3.112303825,3.53435931,1.88E-04,0.013431849,4804;5468;2625;4781;2247;3725;2353;2908;1958;9314;84913,ATOH8;EGR1;FGF2;PPARG;NFIB;NGFR;NR3C1;JUN;KLF4;FOS;GATA3
GO:0008016,regulation of heart contraction (GO:0008016),93,17,6.432094572,2.642995965,1.92E-04,0.013559063,1674;30819;287;4881;6263;6261;477;845;10060;482;3270;4882;5348;10659;6271;27129;10699,FXYD1;ATP1A2;RYR3;KCNIP2;NPR1;HSPB7;NPR2;DES;CASQ2;ATP1B2;CORIN;ANK2;CELF2;HRC;RYR1;ABCC9;S100A1
GO:0040037,negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037),14,6,0.968272301,6.196603985,2.00E-04,0.013966981,2625;2247;23213;10252;10253;90993,SPRY2;FGF2;SULF1;SPRY1;CREB3L1;GATA3
GO:0030111,regulation of Wnt signaling pathway (GO:0030111),111,19,7.677016102,2.47491991,2.03E-04,0.014026719,2719;2348;79971;650;59352;83439;23213;4435;6422;51473;50943;83595;23189;25928;23500;147495;11197;284654;84870,WIF1;SFRP1;GPC3;APCDD1;RSPO3;KANK1;BMP2;SULF1;SOSTDC1;LGR6;FOXP3;SOX7;WLS;DAAM2;FOLR1;CITED1;TCF7L1;RSPO1;DCDC2
GO:1904029,regulation of cyclin-dependent protein kinase activity (GO:1904029),53,12,3.665602283,3.273677577,2.12E-04,0.014477189,891;993;1033;890;9134;898;9088;9133;990;641;9077;1028,PKMYT1;CDKN3;CCNB2;CCNB1;CCNE2;CCNA2;CDC6;CDKN1C;BLM;CDC25A;CCNE1;DIRAS3
GO:0007409,axonogenesis (GO:0007409),238,32,16.46062912,1.944032623,2.25E-04,0.015174186,54437;80031;57556;10371;223117;56920;9378;6586;84612;64221;6285;9638;57549;5979;7436;6711;2675;59352;54538;6387;1949;5649;10381;1944;8660;4684;219699;90249;2051;3909;3908;2047,SEMA5B;ROBO3;S100B;RELN;EPHB1;TUBB3;NRXN1;UNC5B;SEMA3G;SPTBN1;NCAM1;SEMA3D;LGR6;EPHB6;SEMA6D;SEMA6A;GFRA2;CXCL12;IRS2;FEZ1;SLIT3;LAMA3;ROBO4;SEMA3A;VLDLR;LAMA2;EFNA3;PARD6B;EFNB3;IGSF9;RET;UNC5A
GO:0007096,regulation of exit from mitosis (GO:0007096),39,10,2.697329982,3.707369906,2.40E-04,0.015855024,11065;991;27338;701;4085;4751;8555;54443;113130;168448,NEK2;UBE2C;ANLN;BUB1B;CDC20;CDCA5;CDC14B;MAD2L1;UBE2S;CDC14C
GO:2001259,positive regulation of cation channel activity (GO:2001259),39,10,2.697329982,3.707369906,2.40E-04,0.015855024,9472;154;30819;287;5649;57158;2946;23237;6769;342667,RELN;KCNIP2;ADRB2;JPH2;STAC2;ARC;GSTM2;AKAP6;ANK2;STAC
GO:0071375,cellular response to peptide hormone stimulus (GO:0071375),104,18,7.192879951,2.502474686,2.57E-04,0.01619731,111;196883;5468;5577;10580;857;2308;8660;2822;3164;9370;1583;5105;6517;11031;8013;5140;57761,SLC2A4;CAV1;ADIPOQ;PCK1;SORBS1;PPARG;ADCY4;GPLD1;FOXO1;CYP11A1;IRS2;TRIB3;ADCY5;NR4A1;RAB31;PDE3B;PRKAR2B;NR4A3
GO:0045823,positive regulation of heart contraction (GO:0045823),20,7,1.383246144,5.060559921,2.58E-04,0.01619731,55800;133;1906;1907;477;3270;5997,ATP1A2;SCN3B;RGS2;EDN1;EDN2;HRC;ADM
GO:0032330,regulation of chondrocyte differentiation (GO:0032330),26,8,1.798219988,4.448843887,2.59E-04,0.01619731,5744;7704;658;55553;2202;6660;91461;129642,ZBTB16;EFEMP1;MBOAT2;SOX6;PKDCC;BMPR1B;SOX5;PTHLH
GO:0007076,mitotic chromosome condensation (GO:0007076),26,8,1.798219988,4.448843887,2.59E-04,0.01619731,983;5347;891;113130;64151;23397;10051;51203,CDK1;NUSAP1;NCAPG;PLK1;CCNB1;CDCA5;NCAPH;SMC4
GO:0030071,regulation of mitotic metaphase/anaphase transition (GO:0030071),26,8,1.798219988,4.448843887,2.59E-04,0.01619731,11065;5347;891;1062;9700;990;1843;9787,UBE2C;DLGAP5;PLK1;CCNB1;CENPE;CDC6;ESPL1;DUSP1
GO:0043069,negative regulation of programmed cell death (GO:0043069),379,45,26.21251444,1.716737252,2.62E-04,0.016223713,301;6622;4804;1956;3479;284;9928;825;3569;51129;7481;358;4057;983;4085;5347;2537;84883;2308;3249;51176;1960;347902;4233;6422;130497;6376;7010;4318;213;332;8835;81788;847;1410;10253;85480;6491;1311;5329;3875;92291;114804;8793;153769,SPRY2;TSLP;CDK1;COMP;CX3CL1;PLK1;KIF14;BIRC5;CRYAB;OSR1;ANXA1;SFRP1;NUAK2;STIL;TNFRSF10D;SNCA;AQP1;EGFR;MAD2L1;NGFR;FOXO1;LEF1;CAPN3;ANGPT1;MET;EGR3;ALB;SOCS2;CAT;ANGPTL4;MMP9;IFI6;PLAUR;IGF1;IL6;WNT11;TEK;AIFM2;RNF157;HPN;AMIGO2;SH3RF2;KRT18;LTF;CAPN13
GO:0031325,positive regulation of cellular metabolic process (GO:0031325),105,18,7.262042258,2.478641594,2.90E-04,0.017615851,32;6622;5468;7498;284;7048;3624;983;891;185;2625;8644;3249;1645;9370;55022;9314;29128,INHBA;CDK1;UHRF1;CCNB1;ACACB;ADIPOQ;AKR1C1;SNCA;TGFBR2;PPARG;KLF4;ANGPT1;PID1;AKR1C3;HPN;AGTR1;XDH;GATA3
GO:0051988,regulation of attachment of spindle microtubules to kinetochore (GO:0051988),10,5,0.691623072,7.229371316,2.94E-04,0.017615851,1894;891;29127;4751;10615,NEK2;CCNB1;SPAG5;ECT2;RACGAP1
GO:0032376,positive regulation of cholesterol transport (GO:0032376),33,9,2.282356138,3.943293445,2.96E-04,0.017615851,5468;857;10351;26154;1066;5727;9370;23461;80820,CAV1;ABCA8;ADIPOQ;ABCA5;CES1;PPARG;EEPD1;PTCH1;ABCA12
GO:0010874,regulation of cholesterol efflux (GO:0010874),33,9,2.282356138,3.943293445,2.96E-04,0.017615851,5468;857;10351;26154;1066;5727;9370;23461;80820,CAV1;ABCA8;ADIPOQ;ABCA5;CES1;PPARG;EEPD1;PTCH1;ABCA12
GO:0050728,negative regulation of inflammatory response (GO:0050728),211,29,14.59324682,1.987220551,2.99E-04,0.017615851,554;111;196883;154;5468;5577;3479;3569;6288;54331;135;133;5745;5744;10267;5734;117;5746;2209;2625;7301;5740;9370;7010;145581;79924;9314;5169;64838,ADCYAP1R1;SAA1;ADRB2;AVPR2;ADIPOQ;PPARG;ADCY4;KLF4;LRFN5;PTGER4;FCGR1A;PTH1R;ADCY5;FNDC4;RAMP1;ADM2;IGF1;IL6;PTGIS;ADORA2A;TEK;PRKAR2B;GNG2;ADM;TYRO3;ENPP3;PTH2R;PTHLH;GATA3
GO:0002692,negative regulation of cellular extravasation (GO:0002692),6,4,0.414973843,9.639161755,3.05E-04,0.017615851,6366;5734;6387;56477,PTGER4;CCL21;CCL28;CXCL12
GO:0072012,glomerulus vasculature development (GO:0072012),6,4,0.414973843,9.639161755,3.05E-04,0.017615851,284;947;130497;7010,OSR1;ANGPT1;CD34;TEK
GO:0046457,prostanoid biosynthetic process (GO:0046457),15,6,1.037434608,5.783497053,3.14E-04,0.017784296,5321;5730;5740;5743;1906;1907,PLA2G4A;PTGS2;PTGDS;PTGIS;EDN1;EDN2
GO:0033623,regulation of integrin activation (GO:0033623),15,6,1.037434608,5.783497053,3.14E-04,0.017784296,10563;9928;5734;54922;6403;55612,KIF14;PTGER4;RASIP1;SELP;FERMT1;CXCL13
GO:0050680,negative regulation of epithelial cell proliferation (GO:0050680),72,14,4.97968612,2.811422179,3.57E-04,0.020066316,7498;857;2625;4781;3249;7049;23213;6422;858;687;675;64102;84913;1028,ATOH8;TNMD;CAV1;SFRP1;CAV2;TGFBR3;KLF9;CDKN1C;SULF1;NFIB;BRCA2;HPN;XDH;GATA3
GO:0048483,autonomic nervous system development (GO:0048483),21,7,1.452408452,4.819580878,3.65E-04,0.020187523,6663;10371;26153;2625;2335;6664;1910,FN1;SOX10;EDNRB;KIF26A;SEMA3A;GATA3;SOX11
GO:0006027,glycosaminoglycan catabolic process (GO:0006027),56,12,3.873089204,3.098301993,3.66E-04,0.020187523,2719;6382;60495;2247;3373;10894;1462;633;1634;4969;5549;3161,HPSE2;LYVE1;HMMR;GPC3;FGF2;BGN;HYAL1;OGN;VCAN;DCN;PRELP;SDC1
GO:0070169,positive regulation of biomineral tissue development (GO:0070169),41,10,2.835654596,3.526522593,3.73E-04,0.020383675,650;654;658;2201;130497;2824;9636;9365;5764;91461,OSR1;KL;PTN;BMP2;FBN2;GPM6B;BMP6;ISG15;PKDCC;BMPR1B
GO:0007044,cell-substrate junction assembly (GO:0007044),34,9,2.351518446,3.827314226,3.78E-04,0.020495374,10580;2335;3918;3909;667;3914;1308;3852;3861,FN1;DST;SORBS1;COL17A1;LAMB3;KRT14;KRT5;LAMA3;LAMC2
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),81,15,5.602146885,2.677544932,3.88E-04,0.02068732,1956;5347;891;1050;993;1033;890;9134;898;9088;9133;990;641;9077;1028,PKMYT1;PLK1;CDKN3;CCNB2;CCNB1;CCNE2;CCNA2;CDC6;CDKN1C;EGFR;BLM;CDC25A;CCNE1;DIRAS3;CEBPA
GO:0010628,positive regulation of gene expression (GO:0010628),476,53,32.92125824,1.609902016,3.89E-04,0.02068732,2934;2255;2252;554;2152;4916;4915;1956;3479;150;2246;284;3624;3569;7292;6288;5734;5138;7481;948;8728;947;650;3202;23493;7122;287;2335;6664;3249;51176;2247;654;4435;10891;130497;1869;5317;55022;79924;1958;9314;10253;54997;90865;27303;5304;10551;59;8736;72;23034;55323,INHBA;SPRY2;NTRK2;HOXA5;FN1;FGF1;TESC;PDE2A;OSR1;MYOM1;SAA1;EGR1;AVPR2;FGF2;ACTG2;CLDN5;CD36;GSN;IL33;RBMS3;BMP2;TNFSF4;E2F1;EGFR;F3;ADAM19;LEF1;KLF4;ANGPT1;PID1;PTGER4;LARP6;NTRK3;FGF10;CD34;PPARGC1A;SAMD4A;ANK2;PKP1;BMP6;ACTA2;CITED1;ADM2;IGF1;IL6;HEY2;WNT11;FGF7;HPN;ADRA2A;SOX11;AGR2;PIP
GO:0030500,regulation of bone mineralization (GO:0030500),57,12,3.942251512,3.043945817,4.35E-04,0.022934376,1901;650;654;658;2201;130497;2824;9636;9365;4921;5764;91461,OSR1;KL;PTN;BMP2;FBN2;S1PR1;GPM6B;BMP6;ISG15;PKDCC;DDR2;BMPR1B
GO:0034394,protein localization to cell surface (GO:0034394),28,8,1.936544602,4.131069324,4.55E-04,0.023764488,2255;2252;284;338328;7481;287;10516;79608,GPIHBP1;ANGPT1;RIC3;FGF10;FBLN5;ANK2;WNT11;FGF7
GO:0043408,regulation of MAPK cascade (GO:0043408),166,24,11.480943,2.090420622,4.59E-04,0.023773549,3815;2255;154;4916;4915;1956;3952;3479;150;3569;857;650;2335;5979;2047;2247;7049;858;6376;7010;1843;57161;81610;56981,NTRK2;CX3CL1;LEP;FN1;FAM83D;CAV1;ADRB2;CAV2;EPHB1;FGF2;TGFBR3;KIT;PRDM11;BMP2;PELI2;EGFR;DUSP1;NTRK3;FGF10;IGF1;IL6;TEK;RET;ADRA2A
GO:0001990,regulation of systemic arterial blood pressure by hormone (GO:0001990),16,6,1.106596916,5.422028487,4.73E-04,0.023869633,554;185;1906;1907;5021;10699,OXTR;AVPR2;CORIN;EDN1;EDN2;AGTR1
GO:0030857,negative regulation of epithelial cell differentiation (GO:0030857),16,6,1.106596916,5.422028487,4.73E-04,0.023869633,7498;857;10252;130497;4318;10253,SPRY2;CAV1;OSR1;SPRY1;MMP9;XDH
GO:0010965,regulation of mitotic sister chromatid separation (GO:0010965),16,6,1.106596916,5.422028487,4.73E-04,0.023869633,11065;9232;5347;1062;990;10460,UBE2C;PLK1;PTTG1;CENPE;CDC6;TACC3
GO:0030261,chromosome condensation (GO:0030261),35,9,2.420680753,3.717962391,4.79E-04,0.023972391,983;5347;891;7153;113130;64151;23397;10051;51203,CDK1;TOP2A;NUSAP1;NCAPG;PLK1;CCNB1;CDCA5;NCAPH;SMC4
GO:0001823,mesonephros development (GO:0001823),11,5,0.760785379,6.572155742,5.09E-04,0.024938802,2255;2246;2625;7704;130497,FGF1;ZBTB16;OSR1;FGF10;GATA3
GO:0032332,positive regulation of chondrocyte differentiation (GO:0032332),11,5,0.760785379,6.572155742,5.09E-04,0.024938802,7704;658;55553;6660;91461,ZBTB16;SOX6;PKDCC;BMPR1B;SOX5
GO:0007517,muscle organ development (GO:0007517),58,12,4.011413819,2.991463993,5.14E-04,0.024938802,4621;1756;3479;825;3627;3908;1960;55553;3679;6876;2273;22808,DMD;FHL1;ITGA7;CXCL10;MRAS;CAPN3;MYH3;EGR3;IGF1;TAGLN;SOX6;LAMA2
GO:0045444,fat cell differentiation (GO:0045444),58,12,4.011413819,2.991463993,5.14E-04,0.024938802,5468;2308;3164;1959;9370;63976;10891;1050;55022;8013;9314;79689,ADIPOQ;PPARG;FOXO1;EGR2;KLF4;PID1;PPARGC1A;NR4A1;PRDM16;STEAP4;NR4A3;CEBPA
