GO_ID	GO_LABEL_FULL	NUMBER_OF_GENES_IN_REFERENCE	NUMBER_OF_GENES_IN_INPUT	NUMBER_OF_GENES_EXPECTED	+/-	FOLD_ENRICHMENT	RAW_P_VALUE	FDR
GO:1905000	regulation of membrane repolarization during atrial cardiac muscle cell action potential (GO:1905000)	1	1	.06	+	17.03	1.08E-01	5.57E-01
GO:0042666	negative regulation of ectodermal cell fate specification (GO:0042666)	1	1	.06	+	17.03	1.08E-01	5.56E-01
GO:0042665	regulation of ectodermal cell fate specification (GO:0042665)	1	1	.06	+	17.03	1.08E-01	5.56E-01
GO:1904566	cellular response to 1-oleoyl-sn-glycerol 3-phosphate (GO:1904566)	1	1	.06	+	17.03	1.08E-01	5.56E-01
GO:1904565	response to 1-oleoyl-sn-glycerol 3-phosphate (GO:1904565)	1	1	.06	+	17.03	1.08E-01	5.56E-01
GO:1900143	positive regulation of oligodendrocyte apoptotic process (GO:1900143)	1	1	.06	+	17.03	1.08E-01	5.56E-01
GO:1900142	negative regulation of oligodendrocyte apoptotic process (GO:1900142)	1	1	.06	+	17.03	1.08E-01	5.55E-01
GO:1900141	regulation of oligodendrocyte apoptotic process (GO:1900141)	2	2	.12	+	17.03	1.71E-02	1.85E-01
GO:0015887	pantothenate transmembrane transport (GO:0015887)	1	1	.06	+	17.03	1.08E-01	5.55E-01
GO:0062175	brexanolone catabolic process (GO:0062175)	1	1	.06	+	17.03	1.08E-01	5.55E-01
GO:0062172	lutein catabolic process (GO:0062172)	1	1	.06	+	17.03	1.08E-01	5.55E-01
GO:0062170	lutein metabolic process (GO:0062170)	1	1	.06	+	17.03	1.08E-01	5.55E-01
GO:1904465	negative regulation of matrix metallopeptidase secretion (GO:1904465)	1	1	.06	+	17.03	1.08E-01	5.55E-01
GO:1904442	negative regulation of thyroid gland epithelial cell proliferation (GO:1904442)	1	1	.06	+	17.03	1.08E-01	5.54E-01
GO:1904441	regulation of thyroid gland epithelial cell proliferation (GO:1904441)	1	1	.06	+	17.03	1.08E-01	5.54E-01
GO:1900085	negative regulation of peptidyl-tyrosine autophosphorylation (GO:1900085)	1	1	.06	+	17.03	1.08E-01	5.54E-01
GO:1900082	negative regulation of arginine catabolic process (GO:1900082)	1	1	.06	+	17.03	1.08E-01	5.54E-01
GO:1900081	regulation of arginine catabolic process (GO:1900081)	1	1	.06	+	17.03	1.08E-01	5.54E-01
GO:0097601	retina blood vessel maintenance (GO:0097601)	1	1	.06	+	17.03	1.08E-01	5.53E-01
GO:1900035	negative regulation of cellular response to heat (GO:1900035)	1	1	.06	+	17.03	1.08E-01	5.53E-01
GO:0010933	positive regulation of macrophage tolerance induction (GO:0010933)	1	1	.06	+	17.03	1.08E-01	5.53E-01
GO:0010932	regulation of macrophage tolerance induction (GO:0010932)	1	1	.06	+	17.03	1.08E-01	5.53E-01
GO:0061682	seminal vesicle morphogenesis (GO:0061682)	1	1	.06	+	17.03	1.08E-01	5.53E-01
GO:0010900	negative regulation of phosphatidylcholine catabolic process (GO:0010900)	1	1	.06	+	17.03	1.08E-01	5.53E-01
GO:1903946	negative regulation of ventricular cardiac muscle cell action potential (GO:1903946)	1	1	.06	+	17.03	1.08E-01	5.52E-01
GO:0015797	mannitol transmembrane transport (GO:0015797)	1	1	.06	+	17.03	1.08E-01	5.52E-01
GO:0035364	thymine transport (GO:0035364)	1	1	.06	+	17.03	1.08E-01	5.52E-01
GO:1903914	negative regulation of fusion of virus membrane with host plasma membrane (GO:1903914)	1	1	.06	+	17.03	1.08E-01	5.52E-01
GO:1903913	regulation of fusion of virus membrane with host plasma membrane (GO:1903913)	1	1	.06	+	17.03	1.08E-01	5.52E-01
GO:1903906	regulation of plasma membrane raft polarization (GO:1903906)	1	1	.06	+	17.03	1.08E-01	5.51E-01
GO:0015724	formate transport (GO:0015724)	1	1	.06	+	17.03	1.08E-01	5.51E-01
GO:0086024	adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate (GO:0086024)	1	1	.06	+	17.03	1.08E-01	5.51E-01
GO:0150145	positive regulation of CD80 production (GO:0150145)	1	1	.06	+	17.03	1.08E-01	5.51E-01
GO:0150143	regulation of CD80 production (GO:0150143)	1	1	.06	+	17.03	1.08E-01	5.51E-01
GO:0150142	positive regulation of CD86 production (GO:0150142)	1	1	.06	+	17.03	1.08E-01	5.51E-01
GO:0150140	regulation of CD86 production (GO:0150140)	1	1	.06	+	17.03	1.08E-01	5.50E-01
GO:0008591	regulation of Wnt signaling pathway, calcium modulating pathway (GO:0008591)	1	1	.06	+	17.03	1.08E-01	5.50E-01
GO:1904343	positive regulation of colon smooth muscle contraction (GO:1904343)	1	1	.06	+	17.03	1.08E-01	5.50E-01
GO:1904341	regulation of colon smooth muscle contraction (GO:1904341)	1	1	.06	+	17.03	1.08E-01	5.50E-01
GO:0062000	positive regulation of cardiac endothelial to mesenchymal transition (GO:0062000)	1	1	.06	+	17.03	1.08E-01	5.50E-01
GO:0016132	brassinosteroid biosynthetic process (GO:0016132)	1	1	.06	+	17.03	1.08E-01	5.49E-01
GO:0016131	brassinosteroid metabolic process (GO:0016131)	1	1	.06	+	17.03	1.08E-01	5.49E-01
GO:0016129	phytosteroid biosynthetic process (GO:0016129)	1	1	.06	+	17.03	1.08E-01	5.49E-01
GO:0016128	phytosteroid metabolic process (GO:0016128)	1	1	.06	+	17.03	1.08E-01	5.49E-01
GO:0016124	xanthophyll catabolic process (GO:0016124)	1	1	.06	+	17.03	1.08E-01	5.49E-01
GO:0016118	carotenoid catabolic process (GO:0016118)	1	1	.06	+	17.03	1.08E-01	5.49E-01
GO:0016110	tetraterpenoid catabolic process (GO:0016110)	1	1	.06	+	17.03	1.08E-01	5.48E-01
GO:0061514	interleukin-34-mediated signaling pathway (GO:0061514)	1	1	.06	+	17.03	1.08E-01	5.48E-01
GO:0150072	positive regulation of arginase activity (GO:0150072)	1	1	.06	+	17.03	1.08E-01	5.48E-01
GO:0150070	regulation of arginase activity (GO:0150070)	1	1	.06	+	17.03	1.08E-01	5.48E-01
GO:1904246	negative regulation of polynucleotide adenylyltransferase activity (GO:1904246)	1	1	.06	+	17.03	1.08E-01	5.48E-01
GO:1904205	negative regulation of skeletal muscle hypertrophy (GO:1904205)	1	1	.06	+	17.03	1.08E-01	5.48E-01
GO:1903781	positive regulation of cardiac conduction (GO:1903781)	1	1	.06	+	17.03	1.08E-01	5.47E-01
GO:0060980	cell migration involved in coronary vasculogenesis (GO:0060980)	1	1	.06	+	17.03	1.08E-01	5.47E-01
GO:1904188	negative regulation of transformation of host cell by virus (GO:1904188)	1	1	.06	+	17.03	1.08E-01	5.47E-01
GO:1904187	regulation of transformation of host cell by virus (GO:1904187)	1	1	.06	+	17.03	1.08E-01	5.47E-01
GO:0097326	melanocyte adhesion (GO:0097326)	1	1	.06	+	17.03	1.08E-01	5.47E-01
GO:0008315	G2/MI transition of meiotic cell cycle (GO:0008315)	2	2	.12	+	17.03	1.71E-02	1.85E-01
GO:1903697	negative regulation of microvillus assembly (GO:1903697)	1	1	.06	+	17.03	1.08E-01	5.46E-01
GO:0061325	cell proliferation involved in outflow tract morphogenesis (GO:0061325)	2	2	.12	+	17.03	1.71E-02	1.85E-01
GO:1903634	negative regulation of leucine-tRNA ligase activity (GO:1903634)	1	1	.06	+	17.03	1.08E-01	5.46E-01
GO:1903633	regulation of leucine-tRNA ligase activity (GO:1903633)	1	1	.06	+	17.03	1.08E-01	5.46E-01
GO:1903631	negative regulation of aminoacyl-tRNA ligase activity (GO:1903631)	1	1	.06	+	17.03	1.08E-01	5.46E-01
GO:1903629	positive regulation of dUTP diphosphatase activity (GO:1903629)	1	1	.06	+	17.03	1.08E-01	5.46E-01
GO:1903627	regulation of dUTP diphosphatase activity (GO:1903627)	1	1	.06	+	17.03	1.08E-01	5.46E-01
GO:1903611	negative regulation of calcium-dependent ATPase activity (GO:1903611)	1	1	.06	+	17.03	1.08E-01	5.45E-01
GO:1903609	negative regulation of inward rectifier potassium channel activity (GO:1903609)	1	1	.06	+	17.03	1.08E-01	5.45E-01
GO:0003421	growth plate cartilage axis specification (GO:0003421)	1	1	.06	+	17.03	1.08E-01	5.45E-01
GO:1904075	positive regulation of trophectodermal cell proliferation (GO:1904075)	1	1	.06	+	17.03	1.08E-01	5.45E-01
GO:1904073	regulation of trophectodermal cell proliferation (GO:1904073)	1	1	.06	+	17.03	1.08E-01	5.45E-01
GO:1904055	negative regulation of cholangiocyte proliferation (GO:1904055)	1	1	.06	+	17.03	1.08E-01	5.45E-01
GO:1904003	negative regulation of sebum secreting cell proliferation (GO:1904003)	1	1	.06	+	17.03	1.08E-01	5.44E-01
GO:0034443	negative regulation of lipoprotein oxidation (GO:0034443)	1	1	.06	+	17.03	1.08E-01	5.44E-01
GO:0014860	neurotransmitter secretion involved in regulation of skeletal muscle contraction (GO:0014860)	1	1	.06	+	17.03	1.08E-01	5.44E-01
GO:0014843	growth factor dependent regulation of skeletal muscle satellite cell proliferation (GO:0014843)	1	1	.06	+	17.03	1.08E-01	5.44E-01
GO:0014822	detection of wounding (GO:0014822)	1	1	.06	+	17.03	1.08E-01	5.44E-01
GO:0061141	lung ciliated cell differentiation (GO:0061141)	1	1	.06	+	17.03	1.08E-01	5.43E-01
GO:0021989	olfactory cortex development (GO:0021989)	1	1	.06	+	17.03	1.08E-01	5.43E-01
GO:0021972	corticospinal neuron axon guidance through spinal cord (GO:0021972)	1	1	.06	+	17.03	1.08E-01	5.43E-01
GO:0021966	corticospinal neuron axon guidance (GO:0021966)	2	2	.12	+	17.03	1.71E-02	1.85E-01
GO:0021944	neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration (GO:0021944)	1	1	.06	+	17.03	1.08E-01	5.43E-01
GO:1903403	negative regulation of renal phosphate excretion (GO:1903403)	1	1	.06	+	17.03	1.08E-01	5.43E-01
GO:0003245	cardiac muscle tissue growth involved in heart morphogenesis (GO:0003245)	1	1	.06	+	17.03	1.08E-01	5.43E-01
GO:1902983	DNA strand elongation involved in mitotic DNA replication (GO:1902983)	1	1	.06	+	17.03	1.08E-01	5.42E-01
GO:1902977	mitotic DNA replication preinitiation complex assembly (GO:1902977)	1	1	.06	+	17.03	1.08E-01	5.42E-01
GO:0097026	dendritic cell dendrite assembly (GO:0097026)	1	1	.06	+	17.03	1.08E-01	5.42E-01
GO:0097018	renal albumin absorption (GO:0097018)	2	2	.12	+	17.03	1.71E-02	1.85E-01
GO:0045887	positive regulation of synaptic assembly at neuromuscular junction (GO:0045887)	1	1	.06	+	17.03	1.08E-01	5.42E-01
GO:1903394	protein localization to kinetochore involved in kinetochore assembly (GO:1903394)	1	1	.06	+	17.03	1.08E-01	5.42E-01
GO:0061031	endodermal digestive tract morphogenesis (GO:0061031)	2	2	.12	+	17.03	1.71E-02	1.85E-01
GO:0045813	positive regulation of Wnt signaling pathway, calcium modulating pathway (GO:0045813)	1	1	.06	+	17.03	1.08E-01	5.42E-01
GO:0003185	sinoatrial valve morphogenesis (GO:0003185)	1	1	.06	+	17.03	1.08E-01	5.41E-01
GO:0060598	dichotomous subdivision of terminal units involved in mammary gland duct morphogenesis (GO:0060598)	1	1	.06	+	17.03	1.08E-01	5.41E-01
GO:0060588	negative regulation of lipoprotein lipid oxidation (GO:0060588)	1	1	.06	+	17.03	1.08E-01	5.41E-01
GO:0003142	cardiogenic plate morphogenesis (GO:0003142)	1	1	.06	+	17.03	1.08E-01	5.41E-01
GO:0046272	stilbene catabolic process (GO:0046272)	1	1	.06	+	17.03	1.08E-01	5.41E-01
GO:0003117	regulation of vasoconstriction by circulating norepinephrine (GO:0003117)	1	1	.06	+	17.03	1.08E-01	5.41E-01
GO:0003116	regulation of vasoconstriction by norepinephrine (GO:0003116)	1	1	.06	+	17.03	1.08E-01	5.40E-01
GO:1902847	regulation of neuronal signal transduction (GO:1902847)	1	1	.06	+	17.03	1.08E-01	5.40E-01
GO:0034231	islet amyloid polypeptide processing (GO:0034231)	1	1	.06	+	17.03	1.08E-01	5.40E-01
GO:1901995	positive regulation of meiotic cell cycle phase transition (GO:1901995)	4	3	.23	+	12.77	5.03E-03	7.57E-02
GO:0007057	spindle assembly involved in female meiosis I (GO:0007057)	4	3	.23	+	12.77	5.03E-03	7.57E-02
GO:0051611	regulation of serotonin uptake (GO:0051611)	4	3	.23	+	12.77	5.03E-03	7.56E-02
GO:1990086	lens fiber cell apoptotic process (GO:1990086)	4	3	.23	+	12.77	5.03E-03	7.55E-02
GO:0043137	DNA replication, removal of RNA primer (GO:0043137)	4	3	.23	+	12.77	5.03E-03	7.54E-02
GO:0060936	cardiac fibroblast cell development (GO:0060936)	4	3	.23	+	12.77	5.03E-03	7.54E-02
GO:0060935	cardiac fibroblast cell differentiation (GO:0060935)	4	3	.23	+	12.77	5.03E-03	7.53E-02
GO:0060492	lung induction (GO:0060492)	3	2	.18	+	11.35	2.75E-02	2.58E-01
GO:0071930	negative regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0071930)	3	2	.18	+	11.35	2.75E-02	2.58E-01
GO:2001260	regulation of semaphorin-plexin signaling pathway (GO:2001260)	3	2	.18	+	11.35	2.75E-02	2.57E-01
GO:0072277	metanephric glomerular capillary formation (GO:0072277)	3	2	.18	+	11.35	2.75E-02	2.57E-01
GO:0072276	metanephric glomerulus vasculature morphogenesis (GO:0072276)	3	2	.18	+	11.35	2.75E-02	2.57E-01
GO:0072275	metanephric glomerulus morphogenesis (GO:0072275)	3	2	.18	+	11.35	2.75E-02	2.57E-01
GO:0060281	regulation of oocyte development (GO:0060281)	3	2	.18	+	11.35	2.75E-02	2.57E-01
GO:0060279	positive regulation of ovulation (GO:0060279)	3	2	.18	+	11.35	2.75E-02	2.57E-01
GO:0110032	positive regulation of G2/MI transition of meiotic cell cycle (GO:0110032)	3	2	.18	+	11.35	2.75E-02	2.56E-01
GO:0071699	olfactory placode morphogenesis (GO:0071699)	3	2	.18	+	11.35	2.75E-02	2.56E-01
GO:0071698	olfactory placode development (GO:0071698)	3	2	.18	+	11.35	2.75E-02	2.56E-01
GO:0060083	smooth muscle contraction involved in micturition (GO:0060083)	3	2	.18	+	11.35	2.75E-02	2.56E-01
GO:0032875	regulation of DNA endoreduplication (GO:0032875)	3	2	.18	+	11.35	2.75E-02	2.56E-01
GO:0060025	regulation of synaptic activity (GO:0060025)	3	2	.18	+	11.35	2.75E-02	2.56E-01
GO:0044771	meiotic cell cycle phase transition (GO:0044771)	3	2	.18	+	11.35	2.75E-02	2.56E-01
GO:0014038	regulation of Schwann cell differentiation (GO:0014038)	3	2	.18	+	11.35	2.75E-02	2.55E-01
GO:0001560	regulation of cell growth by extracellular stimulus (GO:0001560)	3	2	.18	+	11.35	2.75E-02	2.55E-01
GO:1901660	calcium ion export (GO:1901660)	3	2	.18	+	11.35	2.75E-02	2.55E-01
GO:2000297	negative regulation of synapse maturation (GO:2000297)	3	2	.18	+	11.35	2.75E-02	2.55E-01
GO:0051612	negative regulation of serotonin uptake (GO:0051612)	3	2	.18	+	11.35	2.75E-02	2.55E-01
GO:0140199	negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process (GO:0140199)	3	2	.18	+	11.35	2.75E-02	2.55E-01
GO:0140192	regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process (GO:0140192)	3	2	.18	+	11.35	2.75E-02	2.54E-01
GO:0071163	DNA replication preinitiation complex assembly (GO:0071163)	3	2	.18	+	11.35	2.75E-02	2.54E-01
GO:0051581	negative regulation of neurotransmitter uptake (GO:0051581)	3	2	.18	+	11.35	2.75E-02	2.54E-01
GO:1905879	regulation of oogenesis (GO:1905879)	3	2	.18	+	11.35	2.75E-02	2.54E-01
GO:0098912	membrane depolarization during atrial cardiac muscle cell action potential (GO:0098912)	3	2	.18	+	11.35	2.75E-02	2.54E-01
GO:0070495	negative regulation of thrombin-activated receptor signaling pathway (GO:0070495)	3	2	.18	+	11.35	2.75E-02	2.54E-01
GO:0070494	regulation of thrombin-activated receptor signaling pathway (GO:0070494)	3	2	.18	+	11.35	2.75E-02	2.54E-01
GO:0035984	cellular response to trichostatin A (GO:0035984)	3	2	.18	+	11.35	2.75E-02	2.53E-01
GO:0035983	response to trichostatin A (GO:0035983)	3	2	.18	+	11.35	2.75E-02	2.53E-01
GO:1905463	negative regulation of DNA duplex unwinding (GO:1905463)	3	2	.18	+	11.35	2.75E-02	2.53E-01
GO:0031548	regulation of brain-derived neurotrophic factor receptor signaling pathway (GO:0031548)	3	2	.18	+	11.35	2.75E-02	2.53E-01
GO:0030910	olfactory placode formation (GO:0030910)	3	2	.18	+	11.35	2.75E-02	2.53E-01
GO:0046882	negative regulation of follicle-stimulating hormone secretion (GO:0046882)	3	2	.18	+	11.35	2.75E-02	2.53E-01
GO:0046878	positive regulation of saliva secretion (GO:0046878)	3	2	.18	+	11.35	2.75E-02	2.53E-01
GO:0061577	calcium ion transmembrane transport via high voltage-gated calcium channel (GO:0061577)	3	2	.18	+	11.35	2.75E-02	2.52E-01
GO:0060939	epicardium-derived cardiac fibroblast cell development (GO:0060939)	3	2	.18	+	11.35	2.75E-02	2.52E-01
GO:0060938	epicardium-derived cardiac fibroblast cell differentiation (GO:0060938)	3	2	.18	+	11.35	2.75E-02	2.52E-01
GO:0097324	melanocyte migration (GO:0097324)	3	2	.18	+	11.35	2.75E-02	2.52E-01
GO:0061364	apoptotic process involved in luteolysis (GO:0061364)	3	2	.18	+	11.35	2.75E-02	2.52E-01
GO:0061323	cell proliferation involved in heart morphogenesis (GO:0061323)	3	2	.18	+	11.35	2.75E-02	2.52E-01
GO:0034421	post-translational protein acetylation (GO:0034421)	3	2	.18	+	11.35	2.75E-02	2.51E-01
GO:0097118	neuroligin clustering involved in postsynaptic membrane assembly (GO:0097118)	3	2	.18	+	11.35	2.75E-02	2.51E-01
GO:0060665	regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling (GO:0060665)	3	2	.18	+	11.35	2.75E-02	2.51E-01
GO:0003220	left ventricular cardiac muscle tissue morphogenesis (GO:0003220)	3	2	.18	+	11.35	2.75E-02	2.51E-01
GO:0014707	branchiomeric skeletal muscle development (GO:0014707)	3	2	.18	+	11.35	2.75E-02	2.51E-01
GO:0051256	mitotic spindle midzone assembly (GO:0051256)	11	7	.65	+	10.84	2.94E-05	9.75E-04
GO:0000022	mitotic spindle elongation (GO:0000022)	11	7	.65	+	10.84	2.94E-05	9.73E-04
GO:0051231	spindle elongation (GO:0051231)	13	8	.76	+	10.48	9.30E-06	3.49E-04
GO:0045636	positive regulation of melanocyte differentiation (GO:0045636)	5	3	.29	+	10.22	7.72E-03	1.04E-01
GO:0001757	somite specification (GO:0001757)	5	3	.29	+	10.22	7.72E-03	1.04E-01
GO:0071504	cellular response to heparin (GO:0071504)	5	3	.29	+	10.22	7.72E-03	1.04E-01
GO:0071376	cellular response to corticotropin-releasing hormone stimulus (GO:0071376)	5	3	.29	+	10.22	7.72E-03	1.04E-01
GO:0051414	response to cortisol (GO:0051414)	5	3	.29	+	10.22	7.72E-03	1.04E-01
GO:0031547	brain-derived neurotrophic factor receptor signaling pathway (GO:0031547)	5	3	.29	+	10.22	7.72E-03	1.04E-01
GO:1904995	negative regulation of leukocyte adhesion to vascular endothelial cell (GO:1904995)	5	3	.29	+	10.22	7.72E-03	1.04E-01
GO:0043435	response to corticotropin-releasing hormone (GO:0043435)	5	3	.29	+	10.22	7.72E-03	1.03E-01
GO:0070120	ciliary neurotrophic factor-mediated signaling pathway (GO:0070120)	5	3	.29	+	10.22	7.72E-03	1.03E-01
GO:1903934	positive regulation of DNA primase activity (GO:1903934)	5	3	.29	+	10.22	7.72E-03	1.03E-01
GO:1903932	regulation of DNA primase activity (GO:1903932)	5	3	.29	+	10.22	7.72E-03	1.03E-01
GO:0086029	Purkinje myocyte to ventricular cardiac muscle cell signaling (GO:0086029)	5	3	.29	+	10.22	7.72E-03	1.03E-01
GO:0097241	hematopoietic stem cell migration to bone marrow (GO:0097241)	5	3	.29	+	10.22	7.72E-03	1.03E-01
GO:0014834	skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration (GO:0014834)	5	3	.29	+	10.22	7.72E-03	1.03E-01
GO:0097017	renal protein absorption (GO:0097017)	5	3	.29	+	10.22	7.72E-03	1.03E-01
GO:0000727	double-strand break repair via break-induced replication (GO:0000727)	12	7	.70	+	9.93	4.43E-05	1.41E-03
GO:0048251	elastic fiber assembly (GO:0048251)	12	7	.70	+	9.93	4.43E-05	1.40E-03
GO:0034080	CENP-A containing chromatin assembly (GO:0034080)	7	4	.41	+	9.73	2.27E-03	4.00E-02
GO:0045578	negative regulation of B cell differentiation (GO:0045578)	7	4	.41	+	9.73	2.27E-03	4.00E-02
GO:0072239	metanephric glomerulus vasculature development (GO:0072239)	7	4	.41	+	9.73	2.27E-03	3.99E-02
GO:0072126	positive regulation of glomerular mesangial cell proliferation (GO:0072126)	7	4	.41	+	9.73	2.27E-03	3.99E-02
GO:0071503	response to heparin (GO:0071503)	7	4	.41	+	9.73	2.27E-03	3.98E-02
GO:0051255	spindle midzone assembly (GO:0051255)	14	8	.82	+	9.73	1.39E-05	4.98E-04
GO:0035701	hematopoietic stem cell migration (GO:0035701)	7	4	.41	+	9.73	2.27E-03	3.98E-02
GO:0031055	chromatin remodeling at centromere (GO:0031055)	7	4	.41	+	9.73	2.27E-03	3.98E-02
GO:2000669	negative regulation of dendritic cell apoptotic process (GO:2000669)	9	5	.53	+	9.46	6.84E-04	1.47E-02
GO:1901724	positive regulation of cell proliferation involved in kidney development (GO:1901724)	9	5	.53	+	9.46	6.84E-04	1.47E-02
GO:0051383	kinetochore organization (GO:0051383)	20	11	1.17	+	9.37	4.42E-07	2.23E-05
GO:0051382	kinetochore assembly (GO:0051382)	15	8	.88	+	9.08	2.03E-05	6.98E-04
