GO_ID	GO_LABEL_FULL	NUMBER_OF_GENES_IN_REFERENCE	NUMBER_OF_GENES_IN_INPUT	NUMBER_OF_GENES_EXPECTED	+/-	FOLD_ENRICHMENT	RAW_P_VALUE	FDR
GO:0000293	ferric-chelate reductase activity (GO:0000293)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0000285	1-phosphatidylinositol-3-phosphate 5-kinase activity (GO:0000285)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0004614	phosphoglucomutase activity (GO:0004614)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0000254	C-4 methylsterol oxidase activity (GO:0000254)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0005017	platelet-derived growth factor receptor activity (GO:0005017)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0048101	calmodulin-activated 3',5'-cyclic-GMP phosphodiesterase activity (GO:0048101)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0005006	epidermal growth factor receptor activity (GO:0005006)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0140517	protein-RNA adaptor activity (GO:0140517)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:1905576	ganglioside GT1b binding (GO:1905576)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:1905573	ganglioside GM1 binding (GO:1905573)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0009378	four-way junction helicase activity (GO:0009378)	6	2	.35	+	5.68	6.89E-02	1.00E00
GO:0102250	linear malto-oligosaccharide phosphorylase activity (GO:0102250)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0008823	cupric reductase activity (GO:0008823)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0004416	hydroxyacylglutathione hydrolase activity (GO:0004416)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0003989	acetyl-CoA carboxylase activity (GO:0003989)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity (GO:0003918)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0038131	neuregulin receptor activity (GO:0038131)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0047493	ceramide cholinephosphotransferase activity (GO:0047493)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0061731	ribonucleoside-diphosphate reductase activity (GO:0061731)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:1904928	coreceptor activity involved in canonical Wnt signaling pathway (GO:1904928)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0004373	glycogen (starch) synthase activity (GO:0004373)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0035402	histone kinase activity (H3-T11 specific) (GO:0035402)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0003886	DNA (cytosine-5-)-methyltransferase activity (GO:0003886)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0034988	Fc-gamma receptor I complex binding (GO:0034988)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0001665	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity (GO:0001665)	6	2	.35	+	5.68	6.89E-02	1.00E00
GO:0097621	monoamine oxidase activity (GO:0097621)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0003839	gamma-glutamylcyclotransferase activity (GO:0003839)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0047374	methylumbelliferyl-acetate deacetylase activity (GO:0047374)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0008607	phosphorylase kinase regulator activity (GO:0008607)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0033188	sphingomyelin synthase activity (GO:0033188)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0062063	BBSome binding (GO:0062063)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:1904768	all-trans-retinol binding (GO:1904768)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0010855	adenylate cyclase inhibitor activity (GO:0010855)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0010854	adenylate cyclase regulator activity (GO:0010854)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0047237	glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase activity (GO:0047237)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0004118	cGMP-stimulated cyclic-nucleotide phosphodiesterase activity (GO:0004118)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0004117	calmodulin-activated dual specificity 3',5'-cyclic-GMP, 3',5'-cyclic-AMP phosphodiesterase activity (GO:0004117)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:2001070	starch binding (GO:2001070)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0070853	myosin VI binding (GO:0070853)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0030343	vitamin D3 25-hydroxylase activity (GO:0030343)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0004031	aldehyde oxidase activity (GO:0004031)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0140081	glycosylated region protein binding (GO:0140081)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0019959	interleukin-8 binding (GO:0019959)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0046623	sphingolipid floppase activity (GO:0046623)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0030284	nuclear estrogen receptor activity (GO:0030284)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0008332	low voltage-gated calcium channel activity (GO:0008332)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0030172	troponin C binding (GO:0030172)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0071074	eukaryotic initiation factor eIF2 binding (GO:0071074)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:1990715	mRNA CDS binding (GO:1990715)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0051430	corticotropin-releasing hormone receptor 1 binding (GO:0051430)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0042015	interleukin-20 binding (GO:0042015)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0008184	glycogen phosphorylase activity (GO:0008184)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0008158	hedgehog receptor activity (GO:0008158)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0008131	primary amine oxidase activity (GO:0008131)	6	2	.35	+	5.68	6.89E-02	1.00E00
GO:0031737	CX3C chemokine receptor binding (GO:0031737)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0050897	cobalt ion binding (GO:0050897)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0031702	type 1 angiotensin receptor binding (GO:0031702)	6	2	.35	+	5.68	6.89E-02	1.00E00
GO:0120160	intraciliary transport particle A binding (GO:0120160)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0015225	biotin transmembrane transporter activity (GO:0015225)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0015211	purine nucleoside transmembrane transporter activity (GO:0015211)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0015207	adenine transmembrane transporter activity (GO:0015207)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0004999	vasoactive intestinal polypeptide receptor activity (GO:0004999)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0004995	tachykinin receptor activity (GO:0004995)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0004939	beta-adrenergic receptor activity (GO:0004939)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0004938	alpha2-adrenergic receptor activity (GO:0004938)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0004924	oncostatin-M receptor activity (GO:0004924)	6	2	.35	+	5.68	6.89E-02	1.00E00
GO:0004923	leukemia inhibitory factor receptor activity (GO:0004923)	6	2	.35	+	5.68	6.89E-02	1.00E00
GO:0072570	ADP-D-ribose binding (GO:0072570)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0070324	thyroid hormone binding (GO:0070324)	6	2	.35	+	5.68	6.89E-02	1.00E00
GO:0048406	nerve growth factor binding (GO:0048406)	6	2	.35	+	5.68	6.89E-02	1.00E00
GO:0044022	histone kinase activity (H3-S28 specific) (GO:0044022)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0033782	24-hydroxycholesterol 7alpha-hydroxylase activity (GO:0033782)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0033745	L-methionine-(R)-S-oxide reductase activity (GO:0033745)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0052851	ferric-chelate reductase (NADPH) activity (GO:0052851)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0052810	1-phosphatidylinositol-5-kinase activity (GO:0052810)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0005220	inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity (GO:0005220)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0004768	stearoyl-CoA 9-desaturase activity (GO:0004768)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0016716	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen (GO:0016716)	6	2	.35	+	5.68	6.89E-02	1.00E00
GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor (GO:0004748)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:1905773	8-hydroxy-2'-deoxyguanosine DNA binding (GO:1905773)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0102499	SHG alpha-glucan phosphorylase activity (GO:0102499)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0005157	macrophage colony-stimulating factor receptor binding (GO:0005157)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0005153	interleukin-8 receptor binding (GO:0005153)	3	1	.18	+	5.68	2.04E-01	1.00E00
GO:0008307	structural constituent of muscle (GO:0008307)	44	14	2.58	+	5.42	2.47E-06	3.72E-04
GO:0003688	DNA replication origin binding (GO:0003688)	16	5	.94	+	5.32	5.03E-03	2.21E-01
GO:0050998	nitric-oxide synthase binding (GO:0050998)	13	4	.76	+	5.24	1.25E-02	4.27E-01
GO:0030552	cAMP binding (GO:0030552)	23	7	1.35	+	5.18	1.05E-03	6.95E-02
GO:0043208	glycosphingolipid binding (GO:0043208)	10	3	.59	+	5.11	3.20E-02	7.18E-01
GO:0043121	neurotrophin binding (GO:0043121)	10	3	.59	+	5.11	3.20E-02	7.15E-01
GO:0018455	alcohol dehydrogenase [NAD(P)+] activity (GO:0018455)	10	3	.59	+	5.11	3.20E-02	7.12E-01
GO:0008330	protein tyrosine/threonine phosphatase activity (GO:0008330)	10	3	.59	+	5.11	3.20E-02	7.09E-01
GO:0004955	prostaglandin receptor activity (GO:0004955)	10	3	.59	+	5.11	3.20E-02	7.05E-01
GO:0008574	plus-end-directed microtubule motor activity (GO:0008574)	17	5	1.00	+	5.01	6.21E-03	2.62E-01
GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity (GO:0004114)	24	7	1.41	+	4.97	1.29E-03	7.92E-02
GO:0005004	GPI-linked ephrin receptor activity (GO:0005004)	7	2	.41	+	4.87	8.54E-02	1.00E00
GO:0004551	dinucleotide phosphatase activity (GO:0004551)	7	2	.41	+	4.87	8.54E-02	1.00E00
GO:0090555	phosphatidylethanolamine flippase activity (GO:0090555)	7	2	.41	+	4.87	8.54E-02	1.00E00
GO:0004024	alcohol dehydrogenase activity, zinc-dependent (GO:0004024)	7	2	.41	+	4.87	8.54E-02	1.00E00
GO:0030235	nitric-oxide synthase regulator activity (GO:0030235)	7	2	.41	+	4.87	8.54E-02	1.00E00
GO:0043878	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity (GO:0043878)	7	2	.41	+	4.87	8.54E-02	1.00E00
GO:0031701	angiotensin receptor binding (GO:0031701)	7	2	.41	+	4.87	8.54E-02	1.00E00
GO:0050840	extracellular matrix binding (GO:0050840)	56	16	3.29	+	4.87	1.57E-06	2.45E-04
GO:0005161	platelet-derived growth factor receptor binding (GO:0005161)	14	4	.82	+	4.87	1.54E-02	4.80E-01
GO:0035374	chondroitin sulfate binding (GO:0035374)	11	3	.65	+	4.64	3.91E-02	8.11E-01
GO:0035173	histone kinase activity (GO:0035173)	22	6	1.29	+	4.64	3.78E-03	1.81E-01
GO:0004016	adenylate cyclase activity (GO:0004016)	11	3	.65	+	4.64	3.91E-02	8.08E-01
GO:0008331	high voltage-gated calcium channel activity (GO:0008331)	11	3	.65	+	4.64	3.91E-02	8.05E-01
GO:0004954	prostanoid receptor activity (GO:0004954)	11	3	.65	+	4.64	3.91E-02	8.01E-01
GO:0030551	cyclic nucleotide binding (GO:0030551)	37	10	2.17	+	4.60	2.09E-04	2.17E-02
GO:0004112	cyclic-nucleotide phosphodiesterase activity (GO:0004112)	26	7	1.53	+	4.58	1.90E-03	1.10E-01
GO:0017147	Wnt-protein binding (GO:0017147)	30	8	1.76	+	4.54	9.63E-04	6.66E-02
GO:0009975	cyclase activity (GO:0009975)	23	6	1.35	+	4.44	4.54E-03	2.05E-01
GO:0051393	alpha-actinin binding (GO:0051393)	28	7	1.64	+	4.26	2.72E-03	1.44E-01
GO:0005113	patched binding (GO:0005113)	8	2	.47	+	4.26	1.03E-01	1.00E00
GO:0050501	hyaluronan synthase activity (GO:0050501)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0034056	estrogen response element binding (GO:0034056)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0004687	myosin light chain kinase activity (GO:0004687)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0016623	oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor (GO:0016623)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0052642	lysophosphatidic acid phosphatase activity (GO:0052642)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0060230	lipoprotein lipase activator activity (GO:0060230)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0047696	beta-adrenergic receptor kinase activity (GO:0047696)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0140575	transmembrane monodehydroascorbate reductase activity (GO:0140575)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0004522	ribonuclease A activity (GO:0004522)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0140571	transmembrane ascorbate ferrireductase activity (GO:0140571)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity (GO:0004488)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0004486	methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity (GO:0004486)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0016401	palmitoyl-CoA oxidase activity (GO:0016401)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0003987	acetate-CoA ligase activity (GO:0003987)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0050218	propionate-CoA ligase activity (GO:0050218)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0042609	CD4 receptor binding (GO:0042609)	8	2	.47	+	4.26	1.03E-01	1.00E00
GO:0071553	G protein-coupled pyrimidinergic nucleotide receptor activity (GO:0071553)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0004305	ethanolamine kinase activity (GO:0004305)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0046976	histone methyltransferase activity (H3-K27 specific) (GO:0046976)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0003873	6-phosphofructo-2-kinase activity (GO:0003873)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0097643	amylin receptor activity (GO:0097643)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0032795	heterotrimeric G-protein binding (GO:0032795)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0001635	calcitonin gene-related peptide receptor activity (GO:0001635)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0016286	small conductance calcium-activated potassium channel activity (GO:0016286)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:1904841	TORC2 complex binding (GO:1904841)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0016215	acyl-CoA desaturase activity (GO:0016215)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0045145	single-stranded DNA 5'-3' exodeoxyribonuclease activity (GO:0045145)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0001595	angiotensin receptor activity (GO:0001595)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0001515	opioid peptide activity (GO:0001515)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0010852	cyclase inhibitor activity (GO:0010852)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0008517	folic acid transmembrane transporter activity (GO:0008517)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0001409	guanine nucleotide transmembrane transporter activity (GO:0001409)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0034714	type III transforming growth factor beta receptor binding (GO:0034714)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0004096	catalase activity (GO:0004096)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0008440	inositol-1,4,5-trisphosphate 3-kinase activity (GO:0008440)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0047179	platelet-activating factor acetyltransferase activity (GO:0047179)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0035184	histone threonine kinase activity (GO:0035184)	8	2	.47	+	4.26	1.03E-01	1.00E00
GO:0010698	acetyltransferase activator activity (GO:0010698)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0030229	very-low-density lipoprotein particle receptor activity (GO:0030229)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0031995	insulin-like growth factor II binding (GO:0031995)	8	2	.47	+	4.26	1.03E-01	1.00E00
GO:0070643	vitamin D 25-hydroxylase activity (GO:0070643)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:1990757	ubiquitin ligase activator activity (GO:1990757)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0005542	folic acid binding (GO:0005542)	12	3	.70	+	4.26	4.70E-02	8.85E-01
GO:0005534	galactose binding (GO:0005534)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0005523	tropomyosin binding (GO:0005523)	16	4	.94	+	4.26	2.24E-02	5.80E-01
GO:0097108	hedgehog family protein binding (GO:0097108)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0015269	calcium-activated potassium channel activity (GO:0015269)	12	3	.70	+	4.26	4.70E-02	8.82E-01
GO:0004945	angiotensin type II receptor activity (GO:0004945)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0031697	beta-1 adrenergic receptor binding (GO:0031697)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0070326	very-low-density lipoprotein particle receptor binding (GO:0070326)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0005354	galactose transmembrane transporter activity (GO:0005354)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0005347	ATP transmembrane transporter activity (GO:0005347)	12	3	.70	+	4.26	4.70E-02	8.78E-01
GO:0016849	phosphorus-oxygen lyase activity (GO:0016849)	24	6	1.41	+	4.26	5.42E-03	2.34E-01
GO:0098633	collagen fibril binding (GO:0098633)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0033743	peptide-methionine (R)-S-oxide reductase activity (GO:0033743)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0000405	bubble DNA binding (GO:0000405)	8	2	.47	+	4.26	1.03E-01	1.00E00
GO:0080030	methyl indole-3-acetate esterase activity (GO:0080030)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0050682	AF-2 domain binding (GO:0050682)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0005250	A-type (transient outward) potassium channel activity (GO:0005250)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0034191	apolipoprotein A-I receptor binding (GO:0034191)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0004784	superoxide dismutase activity (GO:0004784)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0016721	oxidoreductase activity, acting on superoxide radicals as acceptor (GO:0016721)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0004735	pyrroline-5-carboxylate reductase activity (GO:0004735)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0033677	DNA/RNA helicase activity (GO:0033677)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0017166	vinculin binding (GO:0017166)	12	3	.70	+	4.26	4.70E-02	8.75E-01
GO:0072320	volume-sensitive chloride channel activity (GO:0072320)	4	1	.23	+	4.26	2.48E-01	1.00E00
GO:0005005	transmembrane-ephrin receptor activity (GO:0005005)	17	4	1.00	+	4.01	2.65E-02	6.52E-01
GO:0035497	cAMP response element binding (GO:0035497)	17	4	1.00	+	4.01	2.65E-02	6.48E-01
GO:0015278	calcium-release channel activity (GO:0015278)	17	4	1.00	+	4.01	2.65E-02	6.45E-01
GO:0003777	microtubule motor activity (GO:0003777)	69	16	4.05	+	3.95	1.52E-05	2.05E-03
GO:0140666	annealing activity (GO:0140666)	13	3	.76	+	3.93	5.55E-02	9.33E-01
GO:0005095	GTPase inhibitor activity (GO:0005095)	13	3	.76	+	3.93	5.55E-02	9.30E-01
GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity (GO:0017017)	13	3	.76	+	3.93	5.55E-02	9.26E-01
GO:0005024	transforming growth factor beta receptor activity (GO:0005024)	13	3	.76	+	3.93	5.55E-02	9.23E-01
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity (GO:0061575)	13	3	.76	+	3.93	5.55E-02	9.20E-01
GO:0035259	nuclear glucocorticoid receptor binding (GO:0035259)	13	3	.76	+	3.93	5.55E-02	9.17E-01
GO:0031994	insulin-like growth factor I binding (GO:0031994)	13	3	.76	+	3.93	5.55E-02	9.14E-01
GO:1990825	sequence-specific mRNA binding (GO:1990825)	13	3	.76	+	3.93	5.55E-02	9.11E-01
GO:0070679	inositol 1,4,5 trisphosphate binding (GO:0070679)	13	3	.76	+	3.93	5.55E-02	9.08E-01
GO:1902282	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization (GO:1902282)	13	3	.76	+	3.93	5.55E-02	9.05E-01
GO:0001968	fibronectin binding (GO:0001968)	31	7	1.82	+	3.85	4.41E-03	2.07E-01
GO:0005201	extracellular matrix structural constituent (GO:0005201)	174	39	10.22	+	3.82	3.78E-11	2.35E-08
GO:0005127	ciliary neurotrophic factor receptor binding (GO:0005127)	9	2	.53	+	3.78	1.21E-01	1.00E00
GO:0004679	AMP-activated protein kinase activity (GO:0004679)	9	2	.53	+	3.78	1.21E-01	1.00E00
GO:0000295	adenine nucleotide transmembrane transporter activity (GO:0000295)	18	4	1.06	+	3.78	3.10E-02	7.06E-01
GO:0043184	vascular endothelial growth factor receptor 2 binding (GO:0043184)	9	2	.53	+	3.78	1.21E-01	1.00E00
GO:0004383	guanylate cyclase activity (GO:0004383)	9	2	.53	+	3.78	1.21E-01	1.00E00
GO:2001069	glycogen binding (GO:2001069)	9	2	.53	+	3.78	1.21E-01	1.00E00
GO:0046703	natural killer cell lectin-like receptor binding (GO:0046703)	9	2	.53	+	3.78	1.21E-01	1.00E00
GO:0008430	selenium binding (GO:0008430)	9	2	.53	+	3.78	1.21E-01	1.00E00
GO:0004935	adrenergic receptor activity (GO:0004935)	9	2	.53	+	3.78	1.21E-01	1.00E00
GO:0005388	P-type calcium transporter activity (GO:0005388)	9	2	.53	+	3.78	1.21E-01	1.00E00
GO:0005346	purine ribonucleotide transmembrane transporter activity (GO:0005346)	18	4	1.06	+	3.78	3.10E-02	7.03E-01
GO:0043274	phospholipase binding (GO:0043274)	23	5	1.35	+	3.70	1.76E-02	5.04E-01
GO:0000217	DNA secondary structure binding (GO:0000217)	37	8	2.17	+	3.68	3.01E-03	1.54E-01
GO:0042805	actinin binding (GO:0042805)	37	8	2.17	+	3.68	3.01E-03	1.53E-01
GO:0140333	glycerophospholipid flippase activity (GO:0140333)	14	3	.82	+	3.65	6.47E-02	1.00E00
GO:0033130	acetylcholine receptor binding (GO:0033130)	14	3	.82	+	3.65	6.47E-02	1.00E00
GO:0008559	ABC-type xenobiotic transporter activity (GO:0008559)	14	3	.82	+	3.65	6.47E-02	1.00E00
GO:0005003	ephrin receptor activity (GO:0005003)	19	4	1.12	+	3.59	3.59E-02	7.66E-01
GO:0015026	coreceptor activity (GO:0015026)	48	10	2.82	+	3.55	1.21E-03	7.74E-02
GO:0045499	chemorepellent activity (GO:0045499)	29	6	1.70	+	3.52	1.17E-02	4.10E-01
GO:0051861	glycolipid binding (GO:0051861)	29	6	1.70	+	3.52	1.17E-02	4.07E-01
GO:0098632	cell-cell adhesion mediator activity (GO:0098632)	54	11	3.17	+	3.47	8.26E-04	5.95E-02
GO:0005111	type 2 fibroblast growth factor receptor binding (GO:0005111)	5	1	.29	+	3.41	2.90E-01	1.00E00
GO:0004668	protein-arginine deiminase activity (GO:0004668)	5	1	.29	+	3.41	2.90E-01	1.00E00
GO:0004645	1,4-alpha-oligoglucan phosphorylase activity (GO:0004645)	5	1	.29	+	3.41	2.90E-01	1.00E00
GO:0017080	sodium channel regulator activity (GO:0017080)	40	8	2.35	+	3.41	4.55E-03	2.04E-01
GO:0017077	oxidative phosphorylation uncoupler activity (GO:0017077)	5	1	.29	+	3.41	2.90E-01	1.00E00
